content,appear_time,mode,font_size,color,send_time,user_hash,row_id
还有赛季皮肤（）,6.109,1,25,16777215,2025-04-18 22:46:19,3fc16473,1827847315893815040
招笑,160.792,1,25,16777215,2025-04-18 22:43:34,c2a5cf53,1827845925759117312
不杀了我还想走,162.191,1,25,16777215,2025-04-18 22:40:07,fbd3b35f,1827844192337180928
吕布：血条再厚，一刀带走,158.608,5,25,16707842,2025-04-18 22:39:30,b706ca57,1827843883124973312
这没有被系统警告我不是很认可,47.475,5,25,16777215,2025-04-18 22:35:34,3a99d976,1827841903304602112
开饭了,5.54,1,25,16777215,2025-04-18 22:31:38,2c3d316e,1827839923106493952
0/4,119.007,1,25,16777215,2025-04-18 22:31:37,308fc4e5,1827839916965595648
不对啊，这饭有毒！,36.1,5,25,15138834,2025-04-18 22:29:30,e4587124,1827838846294365440
铁根不是厨师长了,116.182,1,25,16777215,2025-04-18 22:26:26,fba87a8f,1827837302522176000
冒牌军师,206.695,1,25,16707842,2025-04-18 22:15:48,e627eef0,1827831950657346304
？？？？？？？？？？？？？？？？？？？？？？？？？？？,105.801,1,25,16777215,2025-04-18 22:15:40,6aa3992a,1827831888782476032
哎，不对，特效按键呢？,15.011,1,25,16777215,2025-04-18 22:12:44,439985d6,1827830411096047616
陷阵之志，有死无生。,109.329,1,25,16777215,2025-04-18 22:10:52,2a08e590,1827829469953133312
元流之子控死你,205.287,1,25,16777215,2025-04-18 22:10:25,6d1388e8,1827829241581125120
铁根玩老头了爷青回,2.002,1,25,16777215,2025-04-18 22:09:57,836f6eb4,1827829012110856704
都不少人,26.669,1,25,16777215,2025-04-18 22:05:52,53bfa114,1827826953042887424
不好，饭里下毒了！,105.68,1,25,16777215,2025-04-18 22:05:48,1480bd31,1827826919538763520
刘禅？不好处理？,220.262,1,25,16777215,2025-04-18 22:02:24,9b29c316,1827825204714478336
筷子砸塑料袋那个你别跑m的回不去了。,22.971,1,25,16777215,2025-04-18 22:00:47,58ff677d,1827824393586414592
幽默老鼠人,71.388,1,25,16777215,2025-04-18 21:59:38,b41f2bff,1827823815619940864
这不是限定皮吗？,2.36,1,25,16777215,2025-04-18 21:54:36,cb144073,1827821280171264768
牢头玩家终于得吃了,2.531,1,25,16777215,2025-04-18 21:53:14,bbe32faf,1827820593085671424
回来了，根,73.586,1,25,16777215,2025-04-18 21:52:35,c1b37957,1827820267205501440
刷问号的是人吗，都说第1个了,151.831,5,25,16777215,2025-04-18 21:51:12,35b26be8,1827819574045728256
项羽：你TM硬得跟钢筋一样啊！！！（破音）,109.942,5,25,16707842,2025-04-18 21:46:54,a7f45bc6,1827817402923305216
骗你的八连臭火,114.934,1,25,16777215,2025-04-18 21:43:11,c1f3b642,1827815532137681920
沒吃到雪豹啊,50.324,1,25,16777215,2025-04-18 21:34:07,14ff9a13,1827810972720123904
戳啦，是砖石夺宝,6.096,5,25,16707842,2025-04-18 21:32:18,a7f45bc6,1827810057983836928
0-4,119.198,1,25,15138834,2025-04-18 21:31:26,c97f6ca4,1827809624150162176
巨人！,102.218,1,25,15138834,2025-04-18 21:31:03,c97f6ca4,1827809426665645824
这并不好笑,73.011,1,25,16777215,2025-04-18 21:26:54,e27cb015,1827807343195948800
这还是2025 吗，这是2021的铁根吧,109.196,1,25,16777215,2025-04-18 21:21:11,8f83fab,1827804467454849280
漂亮啊,103.027,1,25,16777215,2025-04-18 21:19:56,5f5718e,1827803835968882688
铁根，你变了啊,106.866,1,25,16777215,2025-04-18 21:19:17,931f62cb,1827803506364047616
这就是腐烂,123.066,1,25,16777215,2025-04-18 21:12:16,fe21c80e,1827799976110600960
对胃了,162.177,1,25,16777215,2025-04-18 21:12:00,e18944c9,1827799844937994752
潮流仙人：？,0.182,1,25,16777215,2025-04-18 21:10:17,79661034,1827798979921164544
陌生,117.38,1,25,16777215,2025-04-18 21:09:14,29b146ca,1827798451900040192
两小时,6.661,1,25,16777215,2025-04-18 21:01:47,9e637a78,1827794700741057792
幽默谈笑哥,85.831,1,25,16777215,2025-04-18 21:00:35,bb74b5b1,1827794093103764480
圣诞老人免费呀,18.04,1,25,16777215,2025-04-18 21:00:13,70f7774e,1827793912128245760
为啥我的老夫子就很脆,116.374,1,25,16777215,2025-04-18 20:59:44,7e700527,1827793664001775616
就那圣诞老人，他不配，还低配上了,28.083,5,25,15138834,2025-04-18 20:58:46,e6dd3c3d,1827793178141547008
叠被动和大闪超纲了,62.303,1,25,16777215,2025-04-18 20:53:41,a301fb96,1827790623207040512
不好，这饭有毒！,105.495,1,25,16707842,2025-04-18 20:49:56,335d421d,1827788737783307264
小兵不进塔，你在干什么？,147.854,1,25,16777215,2025-04-18 20:48:33,c69a196c,1827788038920094464
突然，一股强劲的音乐响起,99.779,1,25,16777215,2025-04-18 20:47:40,c69a196c,1827787595716258816
7200血602物防，这公孙离出肉了,194.022,1,25,16777215,2025-04-18 20:47:06,b8984556,1827787304824482560
火舞刘禅:有点意思,209.557,1,25,16777215,2025-04-18 20:45:21,ebc26c47,1827786425278439424
只要能到那个地方,31.474,1,25,16777215,2025-04-18 20:36:23,dc609c3e,1827781912677619968
这饭有毒,99.451,1,25,16777215,2025-04-18 20:35:11,71c39295,1827781308219381248
220块的肥铁,133.852,5,25,16707842,2025-04-18 20:31:11,1ad4958,1827779297629270272
没有警告不认可,46.275,1,25,16777215,2025-04-18 20:27:39,74c7493a,1827777518875716352
xy,89.162,1,25,16777215,2025-04-18 20:27:07,3519c906,1827777251622676736
饿！,115.891,1,25,16777215,2025-04-18 20:24:58,6a378389,1827776165600062976
真的要从身后进来吗,146.546,1,25,16777215,2025-04-18 20:24:56,cbd3d756,1827776147606429440
蛙，陌生,0.0,5,25,15138834,2025-04-18 20:24:27,441fddc9,1827775907415512832
哇 陌生,73.843,1,25,16777215,2025-04-18 20:24:15,441fddc9,1827775811181209088
梦老师，赐予我力量！,168.907,1,25,16777215,2025-04-18 20:23:57,73286507,1827775660572115712
失踪人口回归,3.491,1,25,16777215,2025-04-18 20:23:33,db6af48f,1827775453214721280
作日之仇 如芒在背！,134.657,5,25,15138834,2025-04-18 20:20:57,fa0f5cc2,1827774149759337728
我是来看这个的？,113.768,1,25,16777215,2025-04-18 20:18:17,1f52195a,1827772803101964032
吕布:似乎有什么奇怪的东西闯进来了,161.282,1,25,16777215,2025-04-18 20:17:19,c99e80d,1827772319105000448
手音,15.91,1,25,16777215,2025-04-18 20:15:06,1adfb521,1827771201515703040
我出个紫苑你不炸了吗,114.388,1,25,16777215,2025-04-18 20:13:11,3667269,1827770235005011712
饭来！,159.113,5,25,16777215,2025-04-18 20:12:44,77afac7d,1827770011164087808
牢话说的好,207.991,1,25,16777215,2025-04-18 20:12:09,efbfa6c2,1827769721656003840
尿检,120.129,1,25,16777215,2025-04-18 20:11:26,b27b8f33,1827769354168313088
反正我是等航海奇遇。,24.271,1,25,16777215,2025-04-18 20:11:00,e2c067ed,1827769142137825792
那个靠elo机制上分的人，就他能说出那话,119.656,1,25,16777215,2025-04-18 20:08:52,b246cbe0,1827768066281977856
这不我周姐男朋友吗,74.408,1,25,16777215,2025-04-18 20:08:48,6690127a,1827768032140445696
那个靠elo,119.656,1,25,16777215,2025-04-18 20:08:23,b246cbe0,1827767817861766912
所以为什么不用圣诞老人呢,0.48,1,25,16777215,2025-04-18 20:05:52,36c658aa,1827766556911233280
不是三傻吗,219.54,1,25,16777215,2025-04-18 20:05:31,36c658aa,1827766380574509568
忽略～忽略～忽略～～～,19.74,1,25,16777215,2025-04-18 20:05:12,98f1e5cd,1827766222456997376
公孙离想干嘛,200.546,1,25,16777215,2025-04-18 20:05:09,161fe54c,1827766191662866944
换个不靠谱的队友，你都炸了,107.88,1,25,16777215,2025-04-18 20:03:35,36c658aa,1827765403209176320
陌生,72.864,1,25,16777215,2025-04-18 20:03:32,e30071a3,1827765378546171136
这就是小丑降临吗,74.94,1,25,16777215,2025-04-18 20:02:57,36c658aa,1827765090188284416
悄咪咪寄了一次,77.438,5,25,41194,2025-04-18 19:59:48,94c8d1bf,1827763498685033472
并非高额,79.266,5,25,16777215,2025-04-18 19:57:32,1c3f36b4,1827762358211466496
感觉好久好久没见过铁根玩老头了,10.609,5,25,41194,2025-04-18 19:57:20,94c8d1bf,1827762262447254016
怎么陷入水火的，你别问,167.451,1,25,16777215,2025-04-18 19:54:14,aeb29cbe,1827760703139390464
孩子们出息了·一小时,6.963,1,25,16777215,2025-04-18 19:53:59,523ea2c7,1827760575816582912
不敢拉就直接不拉了，这个王者之拉。,104.151,1,25,16777215,2025-04-18 19:53:35,bf729455,1827760369448541696
妲己玩家的脑子 被老夫子绑住交闪现,168.138,1,25,16777215,2025-04-18 19:52:47,49576f3f,1827759966468020224
每日把玩,91.691,1,25,16777215,2025-04-18 19:50:38,49576f3f,1827758886309116928
伴生皮也是皮,11.204,1,25,16777215,2025-04-18 19:50:18,f6232a,1827758719283918848
王者荣耀打钱,223.611,1,25,16777215,2025-04-18 19:49:27,17a83b22,1827758294568620544
根。。。。。。。饿,99.125,1,25,16646914,2025-04-18 19:49:19,bbb3d670,1827758222593846016
七分钟前！！！！！！！！！！！！！！！！！！！！！！！,5.395,1,25,16777215,2025-04-18 19:49:18,ce63e41e,1827758220505231616
一小时热热还能吃,6.935,1,25,16777215,2025-04-18 19:48:30,d933b151,1827757813917602560
下饭,175.401,1,25,16707842,2025-04-18 19:47:59,6d1e2fe,1827757557142642176
那海月是啥？,63.12,1,25,16777215,2025-04-18 19:47:42,f01ee003,1827757412774993408
孩子们这个版本老夫子数值很低，高端局这么打会出事的,204.763,1,25,16777215,2025-04-18 19:44:34,7f1adadc,1827755837637692672
那我为什么不玩圣诞老人（,228.291,1,25,16777215,2025-04-18 19:44:03,13405b2a,1827755570670304512
bgm是啥,95.34,1,25,16777215,2025-04-18 19:43:20,9336f1a5,1827755215882070016
啊,7.34,1,25,16777215,2025-04-18 19:42:45,7ed0c6d6,1827754919152220416
哇，这波后拉和闪现很细啊,99.603,1,25,16777215,2025-04-18 19:42:24,7f1adadc,1827754741347286272
闪现吃雪豹 逼格装满,51.94,1,25,16777215,2025-04-18 19:41:40,9851da9b,1827754374848462592
唉，还有碎片兑换。,6.897,1,25,16777215,2025-04-18 19:41:38,4e125a6d,1827754356477397504
一个小时 还热乎,1.52,1,25,16777215,2025-04-18 19:41:13,579bd915,1827754152240137728
一个小时前,0.0,1,25,16777215,2025-04-18 19:41:07,eb03ffb2,1827754096581576960
真打死了你又不高兴,176.636,5,25,15138834,2025-04-18 19:41:06,59ad83b8,1827754090475100416
这不pgone吗,74.93,1,25,16777215,2025-04-18 19:40:10,eb82d786,1827753619311562240
项羽离老头那么远杀个蛋,119.653,1,25,16777215,2025-04-18 19:39:34,bd853d7,1827753321650636288
暴打狂铁好评,135.635,1,25,16777215,2025-04-18 19:39:31,799de337,1827753294555207680
太乙真人：孩子们，我有两款赛季皮肤,5.206,5,25,16707842,2025-04-18 19:38:34,2a1edc5,1827752816295978496
带线也强的英雄，中后期没俩个人不敢抓他,143.445,1,25,16777215,2025-04-18 19:38:01,1f259e58,1827752536250640640
不是兄弟们回到了22年啊,131.806,1,25,16777215,2025-04-18 19:37:06,1cd0d1a2,1827752080547874560
对味了,165.059,1,25,16777215,2025-04-18 19:37:04,7a19d117,1827752056212601600
项羽给自己顶死了（确信）,35.305,1,25,16777215,2025-04-18 19:36:11,77218939,1827751617303457792
熬隐：你再说一遍？,187.262,5,25,41194,2025-04-18 19:35:04,272493,1827751051785912320
可是我买了百里，,227.153,1,25,16777215,2025-04-18 19:34:25,759bb6ef,1827750721668903424
吕布：不是老弟你有什么实力？,159.934,5,25,15138834,2025-04-18 19:33:54,272493,1827750465665380864
确实挺不错的,229.64,1,25,16777215,2025-04-18 19:33:46,7a19d117,1827750394639036672
尿检！！！！！！！！,116.768,5,25,15138834,2025-04-18 19:33:01,272493,1827750018586094080
怎么陷入水火你别管,165.155,1,25,16777215,2025-04-18 19:32:37,7a19d117,1827749821755901184
牢懿的痛,73.298,5,25,15138834,2025-04-18 19:32:12,272493,1827749608190259456
这不对吧,63.651,5,25,15138834,2025-04-18 19:31:33,5abd752,1827749283425410560
尿检！,32.845,5,25,15138834,2025-04-18 19:31:21,272493,1827749182703295744
50分钟,5.551,1,25,16777215,2025-04-18 19:28:47,ef1ee78c,1827747894548707840
牢猫：当我不存在是吧,204.819,1,25,16777215,2025-04-18 19:28:15,f02b433e,1827747621818255104
还能减速对面,86.581,1,25,16777215,2025-04-18 19:26:57,5262405,1827746964679871744
长的泰唐了,227.891,1,25,16777215,2025-04-18 19:24:58,6a66c80f,1827745966040813568
王者之拉,73.242,1,25,16777215,2025-04-18 19:24:21,157af05,1827745660208813312
高额反弹！,34.188,1,25,16777215,2025-04-18 19:23:02,9aa24f35,1827744999002483200
比守约强,228.707,1,25,41194,2025-04-18 19:20:26,9b129685,1827743684750678016
坦克型公孙离［狗头］,199.004,1,25,16777215,2025-04-18 19:19:06,9f4d5ccc,1827743019274220800
秒赤,2.68,1,25,16777215,2025-04-18 19:18:56,c04575a0,1827742928635390208
诡偷移晶是吧根儿,169.66,1,25,16777215,2025-04-18 19:17:41,f3a32b9c,1827742305487443200
经典菜系回归,0.492,5,25,16777215,2025-04-18 19:17:13,94ab23fa,1827742067837945344
我要饭,123.581,1,25,16777215,2025-04-18 19:16:42,ca1656f4,1827741807598415360
42分钟！！！,106.277,1,25,16777215,2025-04-18 19:16:14,bd990367,1827741575234156288
貂蝉：嗨,199.438,1,25,16777215,2025-04-18 19:16:04,5cd09335,1827741492874154496
48分钟前！,29.32,1,25,16777215,2025-04-18 19:15:36,cb9b5dcd,1827741257263406848
空空儿:你好,203.329,5,25,16777215,2025-04-18 19:15:08,2f690263,1827741021174524416
1-29还看战绩吗,123.863,1,25,16777215,2025-04-18 19:14:05,4ad18965,1827740495728805632
老头↑,225.498,1,25,16777215,2025-04-18 19:13:27,acdd3603,1827740171056472320
圣诞老人那免费比什么都贵，有带徒弟那时间随便找个兼职都可以买几个藏狐皮肤了,226.79,1,25,16777215,2025-04-18 19:12:49,f45fa7f,1827739852230126848
羡慕项羽,29.828,1,25,16777215,2025-04-18 19:12:19,7c7a00e,1827739600228581120
没空我不是很认可,64.451,1,25,16777215,2025-04-18 19:12:09,db36f8c5,1827739521451234304
老厨具限时回归,2.33,1,25,16777215,2025-04-18 19:11:40,5f21f8f0,1827739274775250944
那为什么我不用圣诞老人？,23.733,1,25,16777215,2025-04-18 19:10:41,c29d8970,1827738779209906432
0-4对胃了,124.699,5,25,16777215,2025-04-18 19:09:40,139204af,1827738271515099392
更正:聊胜于无:姑且比没有强,10.821,1,25,15138834,2025-04-18 19:08:59,cb7159b8,1827737920912614144
对面:残血了，就老老实实去死啊！,110.211,5,25,15138834,2025-04-18 19:06:50,28d79627,1827736844990311936
银文司马懿,94.171,1,25,16777215,2025-04-18 19:06:45,b6a65903,1827736801101133056
pgone点赞,75.794,1,25,16707842,2025-04-18 19:06:16,7fe031a1,1827736558309529344
冷知识：敖隐在天上的持续时间比老头大招时间长，能直接飞走,191.473,1,25,15138834,2025-04-18 19:06:15,d7b6e62e,1827736549467961600
每日反杀弟X2,118.294,5,25,16777215,2025-04-18 19:06:12,a912a2dd,1827736525912514816
确实挺不错的,228.401,1,25,16777215,2025-04-18 19:05:37,2078cc64,1827736230885027584
99岁的反应,35.885,1,25,16777215,2025-04-18 19:05:27,e228843e,1827736150195472128
30分钟,0.931,1,25,16777215,2025-04-18 19:04:27,9fbae81f,1827735643397765888
飞不走不会在天上待着？老头能飞上天打你？,193.227,1,25,16777215,2025-04-18 19:03:45,44f7a08,1827735288727029760
我是8分钟,10.775,1,25,16777215,2025-04-18 19:02:45,1cef9b26,1827734785762950656
28分钟前！,6.971,1,25,16777215,2025-04-18 19:02:43,6b6e95c0,1827734768658191104
并非积分夺宝,3.292,5,25,16777215,2025-04-18 19:02:16,11b08d91,1827734541587656704
上一个还是暗信,144.062,1,25,16777215,2025-04-18 19:02:02,38430896,1827734430925031680
老头乐,218.029,5,25,16777215,2025-04-18 19:01:42,398d1727,1827734263110361344
没看到苍穹刚买吗 就知道贬低铁根,114.392,1,25,16777215,2025-04-18 19:01:03,2d5dc4ce,1827733934520532480
我进来了,147.538,5,25,16777215,2025-04-18 19:00:49,925e89d8,1827733811476737792
至于为什么0/4你先别管（）,124.568,5,25,16707842,2025-04-18 19:00:45,95f1f814,1827733784691746304
检测到故意送人头，已将老夫子提出对局,43.92,5,25,16777215,2025-04-18 19:00:45,bbc3b3b,1827733778341260032
小龙人被捆之后是飞不走的,187.24,1,25,15138834,2025-04-18 19:00:34,fe8fd89d,1827733688121669120
老鼠日常展示音文,95.083,5,25,16777215,2025-04-18 19:00:21,a1430382,1827733581049463552
赖神，快把手机还给铁根er!,106.975,1,25,15138834,2025-04-18 18:58:18,fe8fd89d,1827732547321262080
23分钟,9.4,1,25,16777215,2025-04-18 18:58:06,40ccc053,1827732449224985088
老头乐,6.809,5,25,16777215,2025-04-18 18:58:04,398d1727,1827732426517181440
铁柱是吧,107.74,1,25,41194,2025-04-18 18:57:55,e96d998a,1827732353855356416
这是限定,3.59,1,25,41194,2025-04-18 18:57:39,9b129685,1827732218152371456
这是限定,3.59,1,25,16777215,2025-04-18 18:57:33,9b129685,1827732168659850240
这是限定,3.59,1,25,16777215,2025-04-18 18:57:26,9b129685,1827732108102453248
我要开始压力这个阿狸了,199.891,1,25,16777215,2025-04-18 18:57:25,787768c4,1827732106214807296
666    9000+盐都不盐了,14.811,1,25,16777215,2025-04-18 18:57:21,af40d03a,1827732067627573504
幽默老鼠人,70.61,1,25,16777215,2025-04-18 18:56:13,b58cafa2,1827731501555707904
9000人国宴,15.746,1,25,16777215,2025-04-18 18:56:10,34865a0f,1827731473302584576
公:ib掉点奇男子,200.107,1,25,16777215,2025-04-18 18:55:45,f1b24970,1827731265776904448
800年没玩老头了,0.0,1,25,41194,2025-04-18 18:55:41,e96d998a,1827731226678189568
刚刚,7.406,1,25,16777215,2025-04-18 18:55:25,63e39ce1,1827731092661852416
暗信拆塔不比老夫子快？,136.968,5,25,15138834,2025-04-18 18:54:40,af7319c3,1827730722052502272
铁根又玩老夫子了！！！！！爷青回！！！！！,8.34,1,25,16777215,2025-04-18 18:54:24,2fcc7d9d,1827730585309950464
哇哦啊这 啊这,187.486,1,25,16777215,2025-04-18 18:53:52,425f734c,1827730316774146304
啊这啊这,162.601,1,25,16777215,2025-04-18 18:53:23,425f734c,1827730077061421568
这不对吧,117.547,1,25,16777215,2025-04-18 18:53:00,d7c29f3d,1827729880155540992
1.1万+,0.221,1,25,16777215,2025-04-18 18:52:40,a13ea9ea,1827729712894542592
女魔射发力了,179.271,1,25,16777215,2025-04-18 18:51:59,69d01953,1827729371805946112
其实都一个样，因为团战里也会不见,196.947,5,25,15138834,2025-04-18 18:51:46,293d4c7a,1827729259322656768
十七分钟前,0.96,1,25,16777215,2025-04-18 18:51:43,d1d8374c,1827729237336299264
项羽：王者荣耀设计师！,35.287,5,25,15138834,2025-04-18 18:51:24,59b14808,1827729073096062720
没被警告我不认可,49.431,1,25,16777215,2025-04-18 18:51:02,e190c2df,1827728887263144192
潮流仙人：？不是哥们？,6.411,1,25,16777215,2025-04-18 18:50:52,2e9d6daa,1827728808888493568
处反甲杀完了,180.531,1,25,16777215,2025-04-18 18:50:45,4337b16e,1827728747793771008
2/7，猜猜队友为什么陷入水火？（dog）,163.614,5,25,16777215,2025-04-18 18:50:18,e8cfc328,1827728523365030400
16,9.851,1,25,16777215,2025-04-18 18:50:12,a6586635,1827728467094446848
确实挺不错的,227.146,1,25,16777215,2025-04-18 18:49:26,d52b99a3,1827728085731687424
1、2万+,3.002,1,25,16777215,2025-04-18 18:49:25,195bab33,1827728072989239296
敖隐:在想我的事?,184.657,1,25,16777215,2025-04-18 18:49:09,67706e89,1827727945784557568
这凭什么被推出去啊？,88.167,1,25,16707842,2025-04-18 18:48:27,b95d0919,1827727586718524416
闪到音道了,102.212,1,25,16777215,2025-04-18 18:48:17,34e1e992,1827727506631888128
招笑老鼠人,71.24,5,25,6830715,2025-04-18 18:48:16,8233a91e,1827727494536003840
公孙离：你能打得到我？,179.009,1,25,16777215,2025-04-18 18:48:16,ad66f115,1827727494360043264
对味了,159.839,1,25,16777215,2025-04-18 18:48:14,31655b5b,1827727482573533952
确实挺不错的,228.561,1,25,16777215,2025-04-18 18:48:14,4096685b,1827727482229544704
还不如圣诞老人，可以白嫖,221.231,5,25,15138834,2025-04-18 18:48:13,bdc40bee,1827727472289604608
10分钟，冷了冷了。,22.251,1,25,16777215,2025-04-18 18:48:09,769033d,1827727441729336064
高额免伤小子,114.651,1,25,16777215,2025-04-18 18:47:33,34e1e992,1827727139320213248
秒吃,3.986,1,25,16777215,2025-04-18 18:47:30,91f7f979,1827727109330750464
熬影:哦，是吗？,181.515,1,25,16777215,2025-04-18 18:47:05,445f74f8,1827726903013324544
爷青回,1.253,1,25,16777215,2025-04-18 18:47:00,10fe4a8,1827726864349966848
怎么0-4的说说吧,126.622,1,25,16777215,2025-04-18 18:46:58,fb2dd4e3,1827726844813320192
公孙离这波真不是人，大后期还敢不把老夫子当回事,182.018,1,25,16777215,2025-04-18 18:46:48,d5e9a9f9,1827726758922230272
尿检,62.551,1,25,15138834,2025-04-18 18:46:35,caf81e23,1827726647311457792
不够完美！没吃到血包！,50.492,1,25,16777215,2025-04-18 18:46:05,c4968db7,1827726400393164288
细节一级大,122.005,1,25,16777215,2025-04-18 18:45:49,387d043c,1827726265210456320
并非完美,50.559,1,25,16777215,2025-04-18 18:45:41,eb1aa9a7,1827726197136808192
11分钟,3.711,1,25,16777215,2025-04-18 18:45:41,d440f782,1827726195358888192
11分钟！，！！！，！！,1.554,1,25,16777215,2025-04-18 18:45:30,7c1ce6d8,1827726104627717888
最热乎的一集,11.262,1,25,16777215,2025-04-18 18:45:20,ca7ff709,1827726023828240640
10分钟还能吃,5.065,5,25,15138834,2025-04-18 18:45:20,7aa873ad,1827726022922653184
虚假的单挑:老夫子    真正的单挑:小黑屋,52.259,1,25,16777215,2025-04-18 18:45:00,67706e89,1827725852021401344
盘古呢？,205.368,1,25,16777215,2025-04-18 18:44:51,9b74a7cd,1827725776985492736
操作的小曲,169.755,1,25,16777215,2025-04-18 18:44:50,255c7bc6,1827725768613698816
逆风的小曲,173.602,1,25,16707842,2025-04-18 18:44:49,fe1bcceb,1827725757632980480
吕布：宋,159.733,1,25,16707842,2025-04-18 18:44:31,fe1bcceb,1827725613944348416
公孙离菜而已,204.502,1,25,16777215,2025-04-18 18:44:26,61b18e1e,1827725566455969792
秒赤,0.55,5,25,15138834,2025-04-18 18:44:25,c151d5b8,1827725559879209728
小龙人：？必死？,193.9,1,25,16777215,2025-04-18 18:44:12,7a0cd1bb,1827725451079491072
我靠，这名字pg?,73.301,1,25,16777215,2025-04-18 18:44:10,c0cdeed5,1827725435367380736
加纳~,115.372,1,25,16777215,2025-04-18 18:44:06,54134be5,1827725398239469312
根根，饿饿，饭饭,121.35,1,25,16777215,2025-04-18 18:44:01,255c7bc6,1827725360146965248
确实挺不错的,226.534,5,25,16777215,2025-04-18 18:43:55,336e9167,1827725306795563264
来了,16.258,1,25,16777215,2025-04-18 18:43:54,77beca06,1827725296594916864
啊，这么陌生。,64.691,1,25,16777215,2025-04-18 18:43:40,196aa924,1827725180278553600
wc,122.09,1,25,16777215,2025-04-18 18:43:35,b2671461,1827725142587932416
wc,122.242,1,25,16777215,2025-04-18 18:43:35,b2671461,1827725142546105344
什么1.5万人,202.971,1,25,16777215,2025-04-18 18:43:22,eecdaec1,1827725033771157760
凯：？？？？？？,202.24,1,25,16777215,2025-04-18 18:43:15,afca89e2,1827724972274372096
老鼠晚三秒钟开1就跑了,77.03,5,25,16777215,2025-04-18 18:43:11,b4619f45,1827724935347684608
这个时候就应该来一首樱花树下的约定,104.592,1,25,16707842,2025-04-18 18:43:08,fe1bcceb,1827724916507089408
2.0万+,4.12,1,25,16777215,2025-04-18 18:43:06,921b8a52,1827724894059273984
6,49.464,1,25,16777215,2025-04-18 18:42:58,255c7bc6,1827724829861168384
是谁醉酒策马我嘶吼望断天涯（不是）,97.998,1,25,16777215,2025-04-18 18:42:49,fe1bcceb,1827724752971275264
省流：非标准结局,1.257,1,25,16777215,2025-04-18 18:42:35,6df6ddd2,1827724634330643968
队友怎么陷入水火的（）,165.466,5,25,16777215,2025-04-18 18:42:32,336e9167,1827724615465270272
这下对胃了,160.259,1,25,16777215,2025-04-18 18:42:13,59903a0a,1827724449143956992
占领空屏,172.871,1,25,16777215,2025-04-18 18:42:11,d4d251df,1827724433960341248
圣诞老人感觉是用着最好的,15.091,1,25,16777215,2025-04-18 18:41:53,d5e9a9f9,1827724284274629888
确实挺不错的,225.694,5,25,16777215,2025-04-18 18:41:46,dc2a6e81,1827724226468193792
好久没看到铁根玩老夫子了,0.371,5,25,16777215,2025-04-18 18:41:34,ab4b338c,1827724128799738112
666吃上热乎的了,7.839,1,25,16777215,2025-04-18 18:41:25,5a9b4421,1827724051498768896
这这、这对吗,115.723,5,25,15138834,2025-04-18 18:41:25,6bb94619,1827724048873485824
等等，逐风？,128.554,1,25,16777215,2025-04-18 18:41:16,3644cb68,1827723971874324480
招牌菜,0.371,5,25,16777215,2025-04-18 18:41:15,ab4b338c,1827723968266724608
 6分钟还热乎,10.391,1,25,41194,2025-04-18 18:41:12,8e7dcedb,1827723937933722112
没座！,116.516,5,25,16707842,2025-04-18 18:41:11,82d35c9f,1827723936734320640
潮流仙人：我是不是皮肤啊！是不是！（Doge）,4.579,1,25,16777215,2025-04-18 18:41:09,ea6efafc,1827723916316775680
我觉得你吃饱了,229.551,5,25,15138834,2025-04-18 18:41:08,d2f50c1d,1827723909706299648
勾运吗,116.597,5,25,16707842,2025-04-18 18:40:59,5daa0134,1827723832295786496
确实挺不错的,226.311,5,25,16777215,2025-04-18 18:40:58,ce557b7c,1827723826566817792
你不是铁根，快从铁根身上下来,110.32,5,25,15138834,2025-04-18 18:40:56,675f4d40,1827723809277707008
这时应该是铁柱的,208.97,1,25,16777215,2025-04-18 18:40:52,4b2a5d5d,1827723775472049408
经典菜系,0.611,1,25,16777215,2025-04-18 18:40:48,ab4b338c,1827723738125421312
陌生,135.467,5,25,15138834,2025-04-18 18:40:47,fcfdac41,1827723731826096640
队友怎么陷入水火的你别管战绩2－7－7,163.132,1,25,15138834,2025-04-18 18:40:38,2ca4c897,1827723658148221696
那问题来了，队友是怎么陷入水火的呢？,165.053,1,25,16777215,2025-04-18 18:40:36,ec8cffa6,1827723638653724416
不好，饭里有毒！,116.07,1,25,16777215,2025-04-18 18:40:33,59903a0a,1827723615425185536
好燃啊，但是到底哪里燃了？,102.53,5,25,16707842,2025-04-18 18:40:32,5daa0134,1827723601709708800
谈笑间狄仁杰被小乔秒了,102.287,5,25,41194,2025-04-18 18:40:30,dd6caa89,1827723589059819776
队友是怎么陷入水火的呢,169.883,1,25,16777215,2025-04-18 18:40:26,8bb6e37d,1827723557476667136
那队友是怎么陷入水火的呢？,163.777,1,25,16777215,2025-04-18 18:40:23,644332d7,1827723526673576192
fff,55.791,1,25,16777215,2025-04-18 18:40:21,931ecb8a,1827723510450222592
雾鸦,31.739,1,25,16777215,2025-04-18 18:40:18,a70209ff,1827723487390377216
我觉得挺不错的,228.358,1,25,16777215,2025-04-18 18:40:17,da8283a5,1827723479076604672
根根，饭饭，饿饿,106.455,1,25,16777215,2025-04-18 18:40:17,9f17a601,1827723478674149888
最早的一次,7.731,5,25,15138834,2025-04-18 18:40:14,aa332782,1827723452577224960
PGone勇闯王者峡谷,60.052,1,25,16777215,2025-04-18 18:40:12,6fcec37a,1827723440615344896
